Holder,Shares,Date Reported,% Out,Value,ABV
"Ikarian Capital, LLC",145629,2021-12-30,0.0415,1239302,SNPX
Cannell (Peter B.) & Company Inc,76220,2021-12-30,0.0217,648632,SNPX
"Vanguard Group, Inc. (The)",62148,2021-12-30,0.0177,528879,SNPX
"Geode Capital Management, LLC",47719,2021-12-30,0.013600000000000001,406088,SNPX
"Diametric Capital, Lp",30521,2021-12-30,0.0087,259733,SNPX
Platform Technology Partners,21375,2021-12-30,0.0060999999999999995,181901,SNPX
State Street Corporation,18900,2021-12-30,0.0054,160839,SNPX
Prelude Capital Management LLC,17904,2021-12-30,0.0051,152363,SNPX
"Boothbay Fund Management, LLC",14635,2021-12-30,0.0042,124543,SNPX
"Renaissance Technologies, LLC",12700,2021-12-30,0.0036,108077,SNPX
