Holder,Shares,Date Reported,% Out,Value,ABV
"Vanguard Group, Inc. (The)",51461209,2021-09-29,0.0785,195037982,RIG
Primecap Management Company,47947006,2021-09-29,0.0731,181719152,RIG
Van Eck Associates Corporation,30896793,2021-09-29,0.0471,117098845,RIG
"Shaw D.E. & Co., Inc.",17695769,2021-09-29,0.027000000000000003,67066964,RIG
Dimensional Fund Advisors LP,12835562,2021-09-29,0.0196,48646779,RIG
"Two Sigma Investments, LP",12287031,2021-09-29,0.0187,46567847,RIG
Blackrock Inc.,12135400,2021-09-29,0.018500000000000003,45993166,RIG
"Two Sigma Advisers, LP",11396886,2021-09-29,0.0174,43194197,RIG
Norges Bank Investment Management,7986157,2020-12-30,0.012199999999999999,18448022,RIG
Contrarius Investment Management Limited,7267317,2021-09-29,0.0111,27543131,RIG
