Holder,Shares,Date Reported,% Out,Value,ABV
"Vanguard Group, Inc. (The)",9368994,2021-09-29,0.1017,666416543,PB
Blackrock Inc.,7906731,2021-09-29,0.0858,562405776,PB
State Street Corporation,7509055,2021-09-29,0.0815,534119082,PB
"Wellington Management Group, LLP",3956729,2021-09-29,0.0429,281442133,PB
Victory Capital Management Inc.,3676936,2021-09-29,0.039900000000000005,261540457,PB
"Champlain Investment Partners, LLC",3046847,2021-09-29,0.0331,216722227,PB
Massachusetts Financial Services Co.,2914582,2021-09-29,0.0316,207314217,PB
Atlanta Capital Management Company LLC,2649784,2021-09-29,0.0288,188479135,PB
Brown Advisory Inc.,2190367,2021-09-29,0.023799999999999998,155800804,PB
"Neuberger Berman Group, LLC",1867258,2021-09-29,0.0203,132818061,PB
