Holder,Shares,Date Reported,% Out,Value,ABV
iShares Preferred & Income Securities ETF,672150,2021-10-30,0.084,17133103,SIGIP
Guggenheim Fds Tr-Guggenheim Total Return Bond Fund,538000,2021-09-29,0.0672,14004140,SIGIP
Invesco ETF Tr II-Invesco Preferred ETF,438513,2021-09-29,0.0548,11414493,SIGIP
Guggenheim Fds Tr-Guggenheim Macro Opportunities Fund,246000,2021-09-29,0.0308,6403380,SIGIP
Cohen & Steers Preferred Securities & Income Fund,224228,2021-09-29,0.027999999999999997,5836654,SIGIP
Payden Equity Income Fd,130000,2021-10-30,0.0163,3313700,SIGIP
Global X Fds-Global X U.S. Preferred ETF,112723,2021-10-30,0.0141,2873309,SIGIP
Nuveen Preferred Income Opportunities Fund,46100,2021-10-30,0.0058,1175089,SIGIP
Nuveen Preferred & Income Term Fund,43200,2021-10-30,0.0054,1101168,SIGIP
Guggenheim Strategic Opportunities Fd,36000,2021-08-30,0.0045000000000000005,936000,SIGIP
