Holder,Shares,Date Reported,% Out,Value,ABV
"Wellington Management Group, LLP",3854054,2021-09-29,0.057300000000000004,89298431,NIU
"Nikko Asset Management Americas, Inc.",2934054,2021-09-29,0.0436,67982031,NIU
"Sumitomo Mitsui Trust Holdings, Inc.",2934054,2021-09-29,0.0436,67982031,NIU
Pictet Asset Management SA,2575469,2021-09-29,0.0383,59673616,NIU
"ARK Investment Management, LLC",2434920,2021-09-29,0.0362,56417096,NIU
"Yiheng Capital Management, L.P.",2180397,2021-09-29,0.032400000000000005,50519798,NIU
"Vanguard Group, Inc. (The)",1406214,2021-09-29,0.0209,32581978,NIU
"Mirae Asset Global Investments Co., Ltd.",836567,2021-09-29,0.0124,19383257,NIU
Blackrock Inc.,674517,2021-09-29,0.01,15628558,NIU
State Street Corporation,580288,2021-09-29,0.0086,13445272,NIU
