Holder,Shares,Date Reported,% Out,Value,ABV
Shaolin Capital Management LLC,250000,2021-09-29,0.0333,2621250,LMAOU
Walleye Capital LLC,210000,2021-09-29,0.027999999999999997,2201850,LMAOU
"Yakira Capital Management, Inc.",200157,2021-09-29,0.026699999999999998,2098646,LMAOU
Context Advisory LLC,144107,2021-09-29,0.0192,1510961,LMAOU
Walleye Trading LLC,140000,2021-09-29,0.0187,1467900,LMAOU
"Cowen Investment Management, LLC",100000,2021-09-29,0.013300000000000001,1048500,LMAOU
"SkyView Investment Advisors, LLC",65972,2021-09-29,0.0088,691716,LMAOU
HRT Financial LLC,56239,2021-09-29,0.0075,589665,LMAOU
Virtu Financial LLC,53529,2021-09-29,0.0070999999999999995,561251,LMAOU
Glazer Capital LLC,40828,2021-09-29,0.0054,428081,LMAOU
