Holder,Shares,Date Reported,% Out,Value,ABV
Blackrock Inc.,5649531,2021-09-29,0.1711,504729099,ITGR
"Vanguard Group, Inc. (The)",3533223,2021-09-29,0.107,315658142,ITGR
Dimensional Fund Advisors LP,1934322,2021-09-29,0.058600000000000006,172812327,ITGR
"Franklin Resources, Inc.",1706138,2021-09-29,0.051699999999999996,152426368,ITGR
State Street Corporation,1201060,2021-09-29,0.0364,107302700,ITGR
Macquarie Group Limited,1035515,2021-09-29,0.031400000000000004,92512910,ITGR
"Silvercrest Asset Management Group, LLC",869790,2021-09-29,0.0263,77707038,ITGR
Fuller & Thaler Asset Management Inc.,810159,2021-09-29,0.0245,72379605,ITGR
"FMR, LLC",801183,2021-09-29,0.024300000000000002,71577689,ITGR
ABRDN PLC,716715,2021-09-29,0.0217,64031318,ITGR
