Holder,Shares,Date Reported,% Out,Value,ABV
Glazer Capital LLC,151560,2020-12-30,0.0379,1659582,BRLIU
"Yakira Capital Management, Inc.",150750,2020-12-30,0.0377,1650712,BRLIU
"Castle Creek Arbitrage, LLC",146487,2020-12-30,0.0366,1604032,BRLIU
Walleye Capital LLC,104109,2020-12-30,0.026000000000000002,1139993,BRLIU
HRT Financial LLC,101524,2020-12-30,0.0254,1111687,BRLIU
Walleye Trading LLC,69405,2020-12-30,0.0174,759984,BRLIU
Shaolin Capital Management LLC,50000,2020-12-30,0.0125,547500,BRLIU
"HighTower Advisors, LLC",22500,2020-12-30,0.005600000000000001,246375,BRLIU
Weiss Asset Management LP,14791,2020-12-30,0.0037,161961,BRLIU
UBS Group AG,1446,2020-12-30,0.0004,15833,BRLIU
