Holder,Shares,Date Reported,% Out,Value,ABV
Blackrock Inc.,25638075,2021-09-29,0.1159,505582839,TGNA
"Vanguard Group, Inc. (The)",23177501,2021-09-29,0.1047,457060319,TGNA
Boston Partners,11832320,2021-09-29,0.0535,233333350,TGNA
Standard General L.P.,10613149,2021-09-29,0.048,209291298,TGNA
State Street Corporation,9995582,2021-09-29,0.0452,197112877,TGNA
"Ariel Investments, LLC",8280170,2021-09-29,0.0374,163284952,TGNA
Lsv Asset Management,8265554,2021-09-29,0.0374,162996724,TGNA
New South Capital Management Inc,7579675,2021-09-29,0.034300000000000004,149471191,TGNA
Dimensional Fund Advisors LP,6969110,2021-09-29,0.0315,137430849,TGNA
Northern Trust Corporation,4386483,2021-09-29,0.019799999999999998,86501444,TGNA
