Holder,Shares,Date Reported,% Out,Value,ABV
Blackrock Inc.,3995169,2021-09-29,0.071,98401012,BUSE
"Vanguard Group, Inc. (The)",2680676,2021-09-29,0.047599999999999996,66025049,BUSE
Dimensional Fund Advisors LP,2588336,2021-09-29,0.046,63750715,BUSE
"Wellington Management Group, LLP",1735350,2021-09-29,0.0308,42741670,BUSE
State Street Corporation,1439440,2021-09-29,0.0256,35453407,BUSE
Lsv Asset Management,1365206,2021-09-29,0.024300000000000002,33625023,BUSE
Victory Capital Management Inc.,1131585,2021-09-29,0.020099999999999996,27870938,BUSE
"Basswood Capital Management, L.L.C.",1085303,2021-09-29,0.019299999999999998,26731012,BUSE
"Geode Capital Management, LLC",873740,2021-09-29,0.0155,21520216,BUSE
Northern Trust Corporation,726926,2021-09-29,0.0129,17904187,BUSE
