Holder,Shares,Date Reported,% Out,Value,ABV
BAMCO Inc.,4631990,2021-09-29,0.0833,585344576,CHH
Atlanta Capital Management Company LLC,3589321,2021-09-29,0.0645,453582494,CHH
"Vanguard Group, Inc. (The)",3192436,2021-09-29,0.0574,403428137,CHH
"Wellington Management Group, LLP",3105301,2021-09-29,0.0558,392416887,CHH
Blackrock Inc.,2753195,2021-09-29,0.0495,347921252,CHH
Victory Capital Management Inc.,1069122,2021-09-29,0.0192,135104947,CHH
Invesco Ltd.,885594,2021-09-29,0.0159,111912513,CHH
State Street Corporation,831693,2021-09-29,0.015,105101044,CHH
"Federated Hermes, Inc.",690092,2021-09-29,0.0124,87206926,CHH
"Principal Financial Group, Inc.",662672,2021-09-29,0.011899999999999999,83741860,CHH
