Holder,Shares,Date Reported,% Out,Value,ABV
Marshall Wace LLP,1525540,2021-12-30,0.046900000000000004,14858759,PRSR
Hbk Investments L P,1514219,2021-12-30,0.0466,14748493,PRSR
Citadel Advisors LLC,1227023,2021-12-30,0.0378,11951204,PRSR
"Shaw D.E. & Co., Inc.",1143896,2021-12-30,0.0352,11141547,PRSR
Linden Advisors LP,1072272,2021-12-30,0.033,10443929,PRSR
"Empyrean Capital Partners, LP",1063200,2021-12-30,0.0327,10355568,PRSR
RP Investment Advisors LP,785689,2021-12-30,0.0242,7652610,PRSR
Spring Creek Capital LLC,723330,2021-12-30,0.0223,7045234,PRSR
"Westchester Capital Management, LLC",698900,2021-12-30,0.0215,6807286,PRSR
Periscope Capital Inc.,692156,2021-12-30,0.0213,6741599,PRSR
