Holder,Shares,Date Reported,% Out,Value,ABV
Pendal Group Ltd,4409473,2021-12-30,0.0032,47622308,SUZ
AMS Capital Ltda,3617889,2021-09-29,0.0027,36178890,SUZ
"Renaissance Technologies, LLC",3128238,2021-09-29,0.0023,31282380,SUZ
State Street Corporation,2157537,2021-09-29,0.0016,21575370,SUZ
Platinum Investment Management Ltd,1241314,2021-09-29,0.0009,12413140,SUZ
"Itau Unibanco Holding, S.A.",1074345,2021-09-29,0.0008,10743450,SUZ
"Pinebridge Investments, LP",695705,2021-09-29,0.0005,6957050,SUZ
Morgan Stanley,651599,2021-09-29,0.0005,6515990,SUZ
Thomas White International Ltd,620513,2021-09-29,0.0005,6205130,SUZ
"Principal Financial Group, Inc.",560010,2021-09-29,0.0004,5600100,SUZ
