Holder,Shares,Date Reported,% Out,Value,ABV
"VK Services, LLC",115004795,2021-09-29,0.256,1855027343,RKLB
Deer VIII & Co. Ltd.,81450954,2021-09-29,0.1813,1313803888,RKLB
StepStone Group LP,17436495,2021-09-29,0.0388,281250664,RKLB
"Vector Capital Management, L.P.",12918367,2021-09-29,0.0288,208373259,RKLB
Capital Research Global Investors,5500000,2021-09-29,0.012199999999999999,88715000,RKLB
Magnetar Financial LLC,3669575,2021-09-29,0.008199999999999999,59190244,RKLB
"Light Street Capital Management, LLC",2274190,2021-09-29,0.0051,36682684,RKLB
ArrowMark Colorado Holdings LLC,2000000,2021-09-29,0.0045000000000000005,32260000,RKLB
"Washington Harbour Partners, LP",1750000,2021-09-29,0.0039000000000000003,28227500,RKLB
Soroban Capital Partners LP,1750000,2021-09-29,0.0039000000000000003,28227500,RKLB
