0,1,ABV
Net Assets,,HCXY
NAV,,HCXY
PE Ratio (TTM),,HCXY
Yield,,HCXY
YTD Daily Total Return,,HCXY
Beta (5Y Monthly),,HCXY
Expense Ratio (net),,HCXY
Inception Date,,HCXY
