Holder,Shares,Date Reported,% Out,Value,ABV
Blackrock Inc.,2802439,2021-09-29,0.1661,278842680,MYRG
Dimensional Fund Advisors LP,1240839,2021-09-29,0.0736,123463480,MYRG
Macquarie Group Limited,1185525,2021-09-29,0.0703,117959737,MYRG
"Vanguard Group, Inc. (The)",1178060,2021-09-29,0.0698,117216970,MYRG
"Neumeier Poma Investment Counsel, LLC",540240,2021-09-29,0.032,53753880,MYRG
State Street Corporation,532089,2021-09-29,0.0315,52942855,MYRG
Invesco Ltd.,530851,2021-09-29,0.0315,52819674,MYRG
"Principal Financial Group, Inc.",517690,2021-09-29,0.030699999999999998,51510155,MYRG
Victory Capital Management Inc.,490860,2021-09-29,0.0291,48840570,MYRG
"Geode Capital Management, LLC",313489,2021-09-29,0.018600000000000002,31192155,MYRG
