Holder,Shares,Date Reported,% Out,Value,ABV
"Wellington Management Group, LLP",6769933,2021-09-29,0.1149,299975731,SAGE
"FMR, LLC",5637084,2021-09-29,0.09570000000000001,249779192,SAGE
"Vanguard Group, Inc. (The)",4831269,2021-09-29,0.08199999999999999,214073529,SAGE
Bellevue Group AG,3209004,2021-09-29,0.0545,142190967,SAGE
Blackrock Inc.,2874555,2021-09-29,0.048799999999999996,127371532,SAGE
State Street Corporation,1975952,2021-09-29,0.0335,87554433,SAGE
Price (T.Rowe) Associates Inc,1406889,2021-09-29,0.0239,62339251,SAGE
"Shaw D.E. & Co., Inc.",1256291,2021-09-29,0.0213,55666254,SAGE
JP Morgan Chase & Company,1164621,2021-09-29,0.019799999999999998,51604356,SAGE
"Boxer Capital, LLC",1094000,2021-09-29,0.018600000000000002,48475140,SAGE
