Holder,Shares,Date Reported,% Out,Value,ABV
"TCW Group, Inc. (The)",797905,2021-09-29,0.0761,5298089,KINS
"Punch & Associates Investment Management, Inc.",742100,2021-09-29,0.0708,4927544,KINS
"Renaissance Technologies, LLC",437977,2021-09-29,0.0418,2908167,KINS
Dimensional Fund Advisors LP,369132,2021-09-29,0.0352,2451036,KINS
"Kennedy Capital Management, Inc.",364899,2021-09-29,0.0348,2422929,KINS
"Vanguard Group, Inc. (The)",338790,2021-09-29,0.0323,2249565,KINS
"ACR Alpine Capital Research, LLC",291085,2021-09-29,0.0278,1932804,KINS
Blackrock Inc.,145594,2021-09-29,0.0139,966744,KINS
"Salzhauer, Michael",85805,2021-09-29,0.008199999999999999,569745,KINS
"Bridgeway Capital Management, Inc.",85500,2021-09-29,0.008199999999999999,567720,KINS
