Holder,Shares,Date Reported,% Out,Value,ABV
SIT Investment Associates Inc,961859,2021-09-29,0.0132,3106804,DHF
Invesco Ltd.,733998,2021-09-29,0.0101,2370813,DHF
Thrivent Financial For Lutherans,477936,2021-09-29,0.0066,1543733,DHF
Parametric Portfolio Associates,313207,2021-09-29,0.0043,1011658,DHF
Morgan Stanley,223037,2021-09-29,0.0031,720409,DHF
LPL Financial LLC,221429,2021-09-29,0.003,715215,DHF
Fiera Capital Corporation,188032,2021-09-29,0.0026,607343,DHF
"Ameriprise Financial, Inc.",170975,2021-09-29,0.0024,552249,DHF
Mid Atlantic Financial Management Inc.,151700,2021-09-29,0.0021,489991,DHF
Cetera Investment Advisers,134000,2021-09-29,0.0018,432820,DHF
