Holder,Shares,Date Reported,% Out,Value,ABV
"Goldman Sachs Group, Inc.",35000,2021-09-29,0.3593,2133950,NEN
"Warberg Asset Management, LLC",12090,2021-09-29,0.1241,737127,NEN
LPL Financial LLC,9802,2021-09-29,0.10060000000000001,597627,NEN
"Commonwealth Equity Services, LLC",5925,2021-09-29,0.0608,361247,NEN
Bank of America Corporation,3580,2021-09-29,0.0368,218272,NEN
"US Financial Advisors, LLC",3437,2021-09-29,0.0353,209553,NEN
Morgan Stanley,3433,2021-09-29,0.0352,209310,NEN
Wells Fargo & Company,1321,2021-09-29,0.013600000000000001,80541,NEN
"Cwm, Llc",660,2021-06-29,0.0068000000000000005,39606,NEN
UBS Group AG,570,2021-09-29,0.0059,34752,NEN
