Holder,Shares,Date Reported,% Out,Value,ABV
Blackrock Inc.,8489351,2021-09-29,0.0066,60274392,EBR
State Street Corporation,1891640,2021-09-29,0.0015,13430644,EBR
"Vanguard Group, Inc. (The)",1193465,2021-09-29,0.0009,8473601,EBR
Credit Suisse AG,500000,2021-09-29,0.0004,3550000,EBR
Qube Research & Technologies Ltd,362955,2021-12-30,0.0003,2210395,EBR
Parametric Portfolio Associates,350989,2021-09-29,0.0003,2492021,EBR
Stifel Financial Corporation,295446,2021-09-29,0.0002,2097666,EBR
Amundi,216387,2021-09-29,0.0002,1536347,EBR
Invesco Ltd.,210881,2021-09-29,0.0002,1497255,EBR
Manufacturers Life Insurance Co.,207273,2021-09-29,0.0002,1471638,EBR
