Holder,Shares,Date Reported,% Out,Value,ABV
Blackrock Inc.,6876957,2021-09-29,0.1566,221644324,LZB
"Vanguard Group, Inc. (The)",4692753,2021-09-29,0.1069,151247429,LZB
"Wellington Management Group, LLP",2609401,2021-09-29,0.0594,84100994,LZB
Dimensional Fund Advisors LP,2415033,2021-09-29,0.055,77836513,LZB
"Silvercrest Asset Management Group, LLC",2107701,2021-09-29,0.048,67931203,LZB
State Street Corporation,1467651,2021-09-29,0.0334,47302391,LZB
Brown Advisory Inc.,1310713,2021-09-29,0.029900000000000003,42244279,LZB
Lsv Asset Management,1246984,2021-09-29,0.028399999999999998,40190294,LZB
Macquarie Group Limited,1091152,2021-09-29,0.024900000000000002,35167828,LZB
Millennium Management LLC,835950,2021-09-29,0.019,26942668,LZB
