Holder,Shares,Date Reported,% Out,Value,ABV
"Vanguard Group, Inc. (The)",5120684,2021-09-29,0.0429,5223097,ACRX
"Rock Springs Capital Management, LP",3819402,2021-09-29,0.032,3895790,ACRX
"Shaw D.E. & Co., Inc.",3314079,2021-09-29,0.0278,3380360,ACRX
Blackrock Inc.,2240185,2021-09-29,0.018799999999999997,2284988,ACRX
"Geode Capital Management, LLC",985253,2021-09-29,0.0083,1004958,ACRX
"Bridgeway Capital Management, Inc.",456000,2021-09-29,0.0038,465120,ACRX
Bank of America Corporation,441956,2021-09-29,0.0037,450795,ACRX
State Street Corporation,434621,2021-09-29,0.0036,443313,ACRX
Gsa Capital Partners Llp,379837,2021-09-29,0.0032,387433,ACRX
"Ergoteles, LLC",282363,2021-09-29,0.0024,288010,ACRX
