Holder,Shares,Date Reported,% Out,Value,ABV
"Raymond James & Associates, Inc.",774939,2021-09-29,0.0317,13514936,FDUS
"Raymond James Financial Services Advisors, Inc.",581848,2021-09-29,0.023799999999999998,10147429,FDUS
Ares Management Llc,518411,2021-09-29,0.0212,9041087,FDUS
Morgan Stanley,352013,2021-09-29,0.0144,6139106,FDUS
Van Eck Associates Corporation,346257,2021-09-29,0.014199999999999999,6038722,FDUS
"Arrowstreet Capital, Limited Partnership",236931,2021-09-29,0.0097,4132076,FDUS
"Advisors Asset Management, Inc.",186490,2021-09-29,0.0076,3252385,FDUS
Blackrock Inc.,179800,2021-09-29,0.0074,3135712,FDUS
Novare Capital Management,175300,2021-09-29,0.0072,3057232,FDUS
"Two Sigma Advisers, LP",151613,2021-09-29,0.0062,2644130,FDUS
