Holder,Shares,Date Reported,% Out,Value,ABV
"AWM Investment Company, Inc.",612147,2021-09-29,0.0344,4542130,GBNH
"Masters Capital Management, LLC",450000,2021-09-29,0.0253,3339000,GBNH
Royce & Associates LP,206902,2021-09-29,0.0116,1535212,GBNH
"Jane Street Group, LLC",38374,2021-09-29,0.0022,284735,GBNH
"Pinz Capital Management, LP",29496,2021-09-29,0.0017000000000000001,218860,GBNH
Stifel Financial Corporation,25600,2021-09-29,0.0014000000000000002,189952,GBNH
Rockefeller Capital Management L.P.,14715,2021-09-29,0.0008,109185,GBNH
"AdvisorShares Investments, LLC",13796,2021-09-29,0.0008,102366,GBNH
"Harrison (K.J.) & Partners, Inc.",11000,2021-09-29,0.0006,81620,GBNH
Royal Bank of Canada,6848,2021-09-29,0.0004,50812,GBNH
