Holder,Shares,Date Reported,% Out,Value,ABV
"Susquehanna International Group, LLP",234235,2021-09-29,0.0095,1463968,WKEY
Optiver Holding B.v.,28400,2021-09-29,0.0011,177500,WKEY
Citadel Advisors LLC,19477,2021-09-29,0.0008,121731,WKEY
"Group One Trading, L.P.",18867,2021-09-29,0.0008,117918,WKEY
"Susquehanna Fundamental Investments, LLC",18700,2021-09-29,0.0008,116875,WKEY
Jefferies Group LLC,13290,2021-09-29,0.0005,83062,WKEY
"Advisor Group, Inc.",12035,2021-09-29,0.0005,75218,WKEY
"FinTrust Capital Advisors, LLC",10000,2021-09-29,0.0004,62500,WKEY
Cutler Group LP,4917,2021-09-29,0.0002,30731,WKEY
"Simplex Trading, LLC",4884,2021-09-29,0.0002,30525,WKEY
