Holder,Shares,Date Reported,% Out,Value,ABV
Polar Asset Management Partners Inc.,1485000,2021-12-30,0.0717,14538150,AACI
Magnetar Financial LLC,1475998,2021-12-30,0.0713,14450020,AACI
"Atalaya Capital Management, LP",1206859,2021-12-30,0.0583,11815149,AACI
"Karpus Management, Inc.",935225,2021-12-30,0.0452,9155852,AACI
"Radcliffe Capital Management, L.P.",871799,2021-12-30,0.0421,8534912,AACI
Shaolin Capital Management LLC,750000,2021-12-30,0.0362,7342500,AACI
Weiss Asset Management LP,630700,2021-12-30,0.0305,6174553,AACI
"MMCAP International, Inc. SPC",500000,2021-12-30,0.0241,4895000,AACI
Marshall Wace LLP,413081,2021-12-30,0.0199,4044062,AACI
"Shaw D.E. & Co., Inc.",371250,2021-12-30,0.0179,3634537,AACI
