Holder,Shares,Date Reported,% Out,Value,ABV
iShares Preferred & Income Securities ETF,1681842,2021-10-30,0.08410000000000001,42802878,HBANP
Invesco ETF Tr II-Invesco Preferred ETF,996300,2021-09-29,0.049800000000000004,25455465,HBANP
Invesco ETF Tr-Invesco Financial Preferred ETF,466734,2021-10-30,0.0233,11878380,HBANP
SPDR (R) Ser Tr-SPDR ICE Preferred Securities ETF,340045,2021-09-29,0.017,8688149,HBANP
Global X Fds-Global X U.S. Preferred ETF,294747,2021-10-30,0.0147,7501311,HBANP
Northern Lights Fd Tr III-Boyd Watterson Ltd Duration Enhanced Income,77000,2021-09-29,0.0039000000000000003,1967350,HBANP
First Trust Preferred Securities & Income ETF,68483,2021-10-30,0.0034000000000000002,1742892,HBANP
Invesco Multi Asset Income Fund,51059,2021-10-30,0.0026,1299451,HBANP
Ancora Income Fund,10000,2021-09-29,0.0005,255500,HBANP
Spirit of America Income Fund,10000,2021-09-29,0.0005,255500,HBANP
