Holder,Shares,Date Reported,% Out,Value,ABV
Greenoaks Capital Partners LLC,49695247,2021-09-29,0.1469,367247875,CLOV
"Vanguard Group, Inc. (The)",16999747,2021-09-29,0.050199999999999995,125628130,CLOV
Baillie Gifford and Company,7787680,2021-12-30,0.023,28970169,CLOV
"PNC Financial Services Group, Inc.",6611767,2021-09-29,0.0195,48860958,CLOV
"Susquehanna International Group, LLP",6098045,2021-09-29,0.018000000000000002,45064552,CLOV
Blackrock Inc.,3486252,2021-09-29,0.0103,25763402,CLOV
"Geode Capital Management, LLC",1789062,2021-09-29,0.0053,13221168,CLOV
Morgan Stanley,1666232,2021-09-29,0.0049,12313454,CLOV
Perceptive Advisors Llc,1500000,2021-09-29,0.0044,11085000,CLOV
State Street Corporation,1268209,2021-09-29,0.0037,9372064,CLOV
