Holder,Shares,Date Reported,% Out,Value,ABV
"Vanguard Group, Inc. (The)",28000459,2021-09-29,0.09910000000000001,1552625451,BRO
Blackrock Inc.,19435457,2021-09-29,0.0688,1077696090,BRO
"Select Equity Group, Inc.",17985344,2021-09-29,0.0637,997287324,BRO
State Street Corporation,11949554,2021-09-29,0.042300000000000004,662602769,BRO
Wells Fargo & Company,9843682,2021-09-29,0.0349,545832166,BRO
"Principal Financial Group, Inc.",8028722,2021-09-29,0.028399999999999998,445192634,BRO
"First Eagle Investment Management, LLC",7329996,2021-09-29,0.026000000000000002,406448278,BRO
Atlanta Capital Management Company LLC,6886786,2021-09-29,0.024399999999999998,381872283,BRO
Price (T.Rowe) Associates Inc,5827852,2021-09-29,0.0206,323154393,BRO
"Geode Capital Management, LLC",4468048,2021-09-29,0.0158,247753261,BRO
