Holder,Shares,Date Reported,% Out,Value,ABV
Invesco Ltd.,507947,2021-09-29,0.022400000000000003,6745536,BGT
"Ameriprise Financial, Inc.",472131,2021-09-29,0.0208,6269899,BGT
Morgan Stanley,443465,2021-09-29,0.0195,5889215,BGT
"Guggenheim Capital, LLC",434922,2021-09-29,0.0192,5775764,BGT
Bank of America Corporation,426976,2021-09-29,0.018799999999999997,5670241,BGT
UBS Group AG,361355,2021-09-29,0.0159,4798794,BGT
"Advisors Asset Management, Inc.",346858,2021-09-29,0.015300000000000001,4606274,BGT
"Coastal Bridge Advisors, LLC",228426,2021-09-29,0.0101,3033497,BGT
"1607 Capital Partners, LLC",213473,2021-09-29,0.009399999999999999,2834921,BGT
"Baird Financial Group, Inc.",186156,2021-09-29,0.008199999999999999,2472151,BGT
