Holder,Shares,Date Reported,% Out,Value,ABV
SIT Investment Associates Inc,5118397,2021-09-29,0.0802,31222221,BKT
Morgan Stanley,2651631,2021-09-29,0.0416,16174949,BKT
"Raymond James Financial Services Advisors, Inc.",2612063,2021-09-29,0.0409,15933584,BKT
Stifel Financial Corporation,1491812,2021-09-29,0.023399999999999997,9100053,BKT
UBS Group AG,1212546,2021-09-29,0.019,7396530,BKT
LPL Financial LLC,952618,2021-09-29,0.0149,5810969,BKT
"Vectors Research Management, LLC",750110,2021-09-29,0.0118,4575671,BKT
HNP Capital LLC,748566,2021-09-29,0.011699999999999999,4566252,BKT
"Raymond James & Associates, Inc.",675715,2021-09-29,0.0106,4121861,BKT
"AJ Wealth Strategies, LLC",558430,2021-09-29,0.0088,3406423,BKT
