Holder,Shares,Date Reported,% Out,Value,ABV
"Renaissance Technologies, LLC",179207,2021-09-29,0.0105,822560,VOC
"Arrowstreet Capital, Limited Partnership",152185,2021-09-29,0.009000000000000001,698529,VOC
"McGowan Group Asset Management, Inc.",145596,2021-09-29,0.0086,668285,VOC
"Shoker Investment Counsel, Inc.",64896,2021-09-29,0.0038,297872,VOC
"RR Advisors, LLC",38000,2021-09-29,0.0022,174420,VOC
Citadel Advisors LLC,32075,2021-09-29,0.0019,147224,VOC
Morgan Stanley,18285,2021-09-29,0.0011,83928,VOC
"Beacon Pointe Advisors, LLC",17240,2021-09-29,0.001,79131,VOC
Northern Trust Corporation,13460,2021-09-29,0.0008,61781,VOC
"Advisor Group, Inc.",12000,2021-09-29,0.0007000000000000001,55080,VOC
