Holder,Shares,Date Reported,% Out,Value,ABV
Blackrock Inc.,8598229,2021-09-29,0.1499,353387211,MLI
"Vanguard Group, Inc. (The)",6164189,2021-09-29,0.1075,253348167,MLI
Wells Fargo & Company,4402180,2021-09-29,0.0767,180929598,MLI
Gamco Investors Inc,3158776,2021-09-29,0.055099999999999996,129825693,MLI
"Gabelli Funds, LLC",1994400,2021-09-29,0.0348,81969840,MLI
Dimensional Fund Advisors LP,1953306,2021-09-29,0.034,80280876,MLI
Victory Capital Management Inc.,1878561,2021-09-29,0.0327,77208857,MLI
State Street Corporation,1860329,2021-09-29,0.032400000000000005,76459521,MLI
"Wellington Management Group, LLP",1012667,2021-09-29,0.0177,41620613,MLI
"Geode Capital Management, LLC",963072,2021-09-29,0.0168,39582259,MLI
