Holder,Shares,Date Reported,% Out,Value,ABV
"Lone Star Global Acquisitions, Ltd.",34907250,2021-09-29,0.5212,822414810,FRTA
Blackrock Inc.,2222765,2021-09-29,0.0332,52368343,FRTA
Paradigm Capital Management,2062800,2021-09-29,0.0308,48599568,FRTA
Magnetar Financial LLC,2016379,2021-09-29,0.0301,47505889,FRTA
Millennium Management LLC,1946422,2021-09-29,0.0291,45857702,FRTA
"Versor Investments, LP",1725382,2021-09-29,0.0258,40649999,FRTA
"Vanguard Group, Inc. (The)",1461945,2021-09-29,0.0218,34443424,FRTA
CNH Partners LLC,1107166,2021-09-29,0.0165,26084830,FRTA
"Water Island Capital, LLC",997824,2021-09-29,0.0149,23508733,FRTA
Glazer Capital LLC,899874,2021-09-29,0.0134,21201031,FRTA
