Holder,Shares,Date Reported,% Out,Value,ABV
Morgan Stanley,307947,2021-09-29,0.019299999999999998,1094751,DSWL
"InterOcean Capital Group, LLC",78750,2021-09-29,0.0049,279956,DSWL
"Renaissance Technologies, LLC",34400,2021-09-29,0.0022,122292,DSWL
"RBF Capital, LLC",30000,2021-09-29,0.0019,106650,DSWL
Acadian Asset Management. LLC,4212,2021-09-29,0.0003,14973,DSWL
Wells Fargo & Company,3001,2021-09-29,0.0002,10668,DSWL
UBS Group AG,1230,2021-09-29,0.0001,4372,DSWL
