Holder,Shares,Date Reported,% Out,Value,ABV
Arias Resource Capital GP Ltd.,28039020,2021-09-29,0.43320000000000003,294690100,LGO
Grantham Mayo Van Otterloo & Company,3438596,2021-09-29,0.053099999999999994,36139643,LGO
"West Family Investments, Inc.",1989362,2021-09-29,0.030699999999999998,20908194,LGO
Bank Of New York Mellon Corporation,829793,2021-09-29,0.0128,8721124,LGO
Janus Henderson Group PLC,410656,2021-09-29,0.0063,4315994,LGO
Morgan Stanley,375842,2021-09-29,0.0058,3950099,LGO
"Alpine Woods Capital Investors, LLC",240000,2021-09-29,0.0037,2522400,LGO
JP Morgan Chase & Company,211330,2021-09-29,0.0033,2221078,LGO
Maven Securities Limited,125289,2021-09-29,0.0019,1316787,LGO
Millennium Management LLC,125141,2021-09-29,0.0019,1315231,LGO
