Holder,Shares,Date Reported,% Out,Value,ABV
"Vanguard Group, Inc. (The)",1536218,2021-09-29,0.0394,4424307,OPGN
"Geode Capital Management, LLC",353208,2021-09-29,0.0091,1017239,OPGN
Marshall Wace LLP,258239,2021-09-29,0.0066,743728,OPGN
"Renaissance Technologies, LLC",151500,2021-09-29,0.0039000000000000003,436320,OPGN
State Street Corporation,123900,2021-09-29,0.0032,356832,OPGN
Blackrock Inc.,98078,2021-09-29,0.0025,282464,OPGN
"Susquehanna Fundamental Investments, LLC",91800,2021-09-29,0.0024,264384,OPGN
Northern Trust Corporation,71053,2021-09-29,0.0018,204632,OPGN
Citadel Advisors LLC,56825,2021-09-29,0.0015,163656,OPGN
Dimensional Fund Advisors LP,53495,2021-09-29,0.0014000000000000002,154065,OPGN
