Holder,Shares,Date Reported,% Out,Value,ABV
Mawer Investment Management Limited,4961579,2021-09-29,0.12890000000000001,549445258,NSP
Blackrock Inc.,4925639,2021-09-29,0.12789999999999999,545465262,NSP
"Vanguard Group, Inc. (The)",3667314,2021-09-29,0.0953,406118352,NSP
"FMR, LLC",1713564,2021-09-29,0.044500000000000005,189760077,NSP
FIL LTD,1544105,2021-09-29,0.0401,170994187,NSP
State Street Corporation,1089798,2021-09-29,0.028300000000000002,120684230,NSP
"Manning & Napier Group, LLC",714811,2021-12-30,0.018600000000000002,84426327,NSP
Anchor Capital Advisors LLC,667166,2021-09-29,0.0173,73881962,NSP
Dimensional Fund Advisors LP,612596,2021-09-29,0.0159,67838881,NSP
"Geode Capital Management, LLC",583488,2021-09-29,0.0152,64615461,NSP
