Holder,Shares,Date Reported,% Out,Value,ABV
UBS Group AG,715713,2021-09-29,0.035699999999999996,17520654,GBAB
Morgan Stanley,602029,2021-09-29,0.03,14737669,GBAB
Bank of America Corporation,346270,2021-09-29,0.0173,8476689,GBAB
Wells Fargo & Company,238269,2021-09-29,0.011899999999999999,5832825,GBAB
"Raymond James & Associates, Inc.",186936,2021-09-29,0.009300000000000001,4576193,GBAB
Invesco Ltd.,176718,2021-09-29,0.0088,4326056,GBAB
"Raymond James Financial Services Advisors, Inc.",144019,2021-09-29,0.0072,3525585,GBAB
"U.S. Capital Wealth Advisors, LLC",107725,2021-12-30,0.0054,2556314,GBAB
"Miracle Mile Advisors, Llc",96406,2021-12-30,0.0048,2287714,GBAB
Royal Bank of Canada,95565,2021-09-29,0.0048,2339431,GBAB
