Holder,Shares,Date Reported,% Out,Value,ABV
Blackrock Inc.,4172594,2021-09-29,0.1492,107152213,CPF
"Vanguard Group, Inc. (The)",2946752,2021-09-29,0.1054,75672591,CPF
Cramer Rosenthal Mcglynn LLC/Adv,1409926,2021-09-29,0.0504,36206899,CPF
Bank Of New York Mellon Corporation,1309370,2021-09-29,0.046799999999999994,33624621,CPF
State Street Corporation,1302361,2021-09-29,0.0466,33444630,CPF
Dimensional Fund Advisors LP,971046,2021-09-29,0.0347,24936461,CPF
"Wellington Management Group, LLP",763622,2021-09-29,0.0273,19609812,CPF
JP Morgan Chase & Company,759621,2021-09-29,0.027200000000000002,19507067,CPF
"Granite Investment Partners, LLC",750599,2021-09-29,0.0268,19275382,CPF
Northern Trust Corporation,659305,2021-09-29,0.0236,16930952,CPF
