Holder,Shares,Date Reported,% Out,Value,ABV
"Vanguard Group, Inc. (The)",15993338,2021-09-29,0.062,404631451,SPCE
Blackrock Inc.,8458868,2021-09-29,0.032799999999999996,214009360,SPCE
State Street Corporation,4649519,2021-09-29,0.018000000000000002,117632830,SPCE
"Susquehanna International Group, LLP",3695882,2021-09-29,0.0143,93505814,SPCE
"Geode Capital Management, LLC",2081217,2021-09-29,0.008100000000000001,52654790,SPCE
"Two Sigma Investments, LP",1859510,2021-09-29,0.0072,47045603,SPCE
Morgan Stanley,1811885,2021-09-29,0.006999999999999999,45840690,SPCE
"Goldman Sachs Group, Inc.",1719797,2021-09-29,0.0067,43510864,SPCE
"Voloridge Investment Management, LLC",1699744,2021-09-29,0.0066,43003523,SPCE
Citadel Advisors LLC,1277679,2021-09-29,0.005,32325278,SPCE
