Holder,Shares,Date Reported,% Out,Value,ABV
"BDT Capital Partners, LLC",25548789,2021-12-30,0.4861,330345841,WEBR
Bill & Melinda Gates Foundation Trust,2500000,2021-12-30,0.047599999999999996,32325000,WEBR
"Vanguard Group, Inc. (The)",1596479,2021-12-30,0.0304,20642473,WEBR
Blackrock Inc.,1082429,2021-12-30,0.0206,13995806,WEBR
Retirement Systems of Alabama,750000,2021-12-30,0.0143,9697500,WEBR
Artemis Investment Management LLP,571296,2021-12-30,0.0109,7386857,WEBR
Bank of America Corporation,473402,2021-12-30,0.009000000000000001,6121087,WEBR
"Investors Financial Group, LLC",339200,2021-12-30,0.006500000000000001,4385856,WEBR
State Street Corporation,291589,2021-12-30,0.0055000000000000005,3770245,WEBR
"Geode Capital Management, LLC",273580,2021-12-30,0.0052,3537389,WEBR
