Holder,Shares,Date Reported,% Out,Value,ABV
Blackrock Inc.,7919592,2021-09-29,0.1193,503686051,MIME
"Wellington Management Group, LLP",2997916,2021-09-29,0.0452,190667457,MIME
First Trust Advisors Lp,2902001,2021-09-29,0.0437,184567263,MIME
"Meritage Group, LP",2343137,2021-09-29,0.0353,149023513,MIME
"Vanguard Group, Inc. (The)",2246699,2021-09-29,0.0338,142890056,MIME
State Street Corporation,2035311,2021-09-29,0.030699999999999998,129445779,MIME
ArrowMark Colorado Holdings LLC,1992522,2021-09-29,0.03,126724399,MIME
Macquarie Group Limited,1861049,2021-09-29,0.027999999999999997,118362716,MIME
Allianz Asset Management GmbH,1415059,2021-09-29,0.0213,89997752,MIME
"Rgm Capital, Llc",1348436,2021-09-29,0.0203,85760529,MIME
