Holder,Shares,Date Reported,% Out,Value,ABV
EJF Capital LLC,261547,2021-09-29,0.0329,3180411,DLPN
Bard Associates Inc.,254200,2021-09-29,0.032,3091072,DLPN
"Vanguard Group, Inc. (The)",241611,2021-09-29,0.0304,2937989,DLPN
Citadel Advisors LLC,127849,2021-09-29,0.0161,1554643,DLPN
"First Republic Investment Management, Inc.",122994,2021-09-29,0.0155,1495607,DLPN
Bank of America Corporation,87466,2021-09-29,0.011000000000000001,1063586,DLPN
"Geode Capital Management, LLC",61273,2021-09-29,0.0077,745079,DLPN
Dimensional Fund Advisors LP,51276,2021-09-29,0.006500000000000001,623516,DLPN
Essex Investment Management Co Inc,48417,2021-09-29,0.0060999999999999995,588750,DLPN
"Fortis Advisors, LLC",40000,2021-06-29,0.005,373600,DLPN
