Holder,Shares,Date Reported,% Out,Value,ABV
Segantii Capital Management Ltd,50000,2021-12-30,0.0025,507500,PCCTU
Clear Street LLC,14060,2021-12-30,0.0007000000000000001,142709,PCCTU
