Holder,Shares,Date Reported,% Out,Value,ABV
Blackrock Inc.,115439614,2021-12-30,0.0794,6768224568,GM
"Vanguard Group, Inc. (The)",102605303,2021-09-29,0.0706,5408325521,GM
Capital Research Global Investors,95126902,2021-09-29,0.0655,5014139004,GM
Capital World Investors,80078753,2021-09-29,0.055099999999999996,4220951070,GM
"Berkshire Hathaway, Inc",60000000,2021-09-29,0.041299999999999996,3162600000,GM
State Street Corporation,58191713,2021-09-29,0.04,3067285192,GM
Harris Associates L.P.,34716412,2021-09-29,0.0239,1829902076,GM
Invesco Ltd.,31995334,2021-09-29,0.022000000000000002,1686474055,GM
"FMR, LLC",23687806,2021-09-29,0.0163,1248584254,GM
"Geode Capital Management, LLC",22718943,2021-12-30,0.015600000000000001,1332011628,GM
