Holder,Shares,Date Reported,% Out,Value,ABV
Blackrock Inc.,27321653,2021-09-29,0.055099999999999996,16423045,TNXP
"Vanguard Group, Inc. (The)",16006620,2021-09-29,0.0323,9621579,TNXP
"Geode Capital Management, LLC",7423326,2021-09-29,0.015,4462161,TNXP
"Shaw D.E. & Co., Inc.",6690867,2021-09-29,0.013500000000000002,4021880,TNXP
State Street Corporation,6642486,2021-09-29,0.0134,3992798,TNXP
"Renaissance Technologies, LLC",6038664,2021-09-29,0.012199999999999999,3629840,TNXP
Northern Trust Corporation,3257565,2021-09-29,0.0066,1958122,TNXP
Nuveen Asset Management,1733517,2021-09-29,0.0034999999999999996,1042017,TNXP
Bank Of New York Mellon Corporation,1003331,2021-09-29,0.002,603102,TNXP
"Charles Schwab Investment Management, Inc.",881734,2021-09-29,0.0018,530010,TNXP
