Holder,Shares,Date Reported,% Out,Value,ABV
Alberta Investment Managament Corp,1154483,2021-09-29,0.0536,11198485,NGC
Sculptor Capital Lp,1120872,2021-09-29,0.052000000000000005,10872458,NGC
NewGen Asset Management Ltd.,1100000,2021-09-29,0.051,10670000,NGC
P. Schoenfeld Asset Management,899996,2021-09-29,0.0418,8729961,NGC
Picton Mahoney Asset Management,800000,2021-09-29,0.0371,7760000,NGC
Adage Capital Partners GP L.L.C.,787500,2021-09-29,0.0365,7638750,NGC
Macquarie Group Limited,750000,2021-09-29,0.0348,7275000,NGC
Sage Rock Capital Management LP,693200,2021-09-29,0.0322,6724040,NGC
Millennium Management LLC,609487,2021-09-29,0.028300000000000002,5912023,NGC
Hsbc Holdings Plc,585737,2021-09-29,0.027200000000000002,5681648,NGC
