Holder,Shares,Date Reported,% Out,Value,ABV
"Edenbrook Capital, LLC",1846373,2021-09-29,0.1993,19073033,FEIM
Dimensional Fund Advisors LP,621406,2021-09-29,0.06709999999999999,6419123,FEIM
"Needham Investment Management, L.L.C.",618342,2021-09-29,0.0667,6387472,FEIM
Royce & Associates LP,463885,2021-09-29,0.0501,4791932,FEIM
"Vanguard Group, Inc. (The)",329765,2021-09-29,0.0356,3406472,FEIM
"Renaissance Technologies, LLC",277861,2021-09-29,0.03,2870304,FEIM
"Kennedy Capital Management, Inc.",245627,2021-09-29,0.0265,2537326,FEIM
Grace & White Inc /ny,222683,2021-12-30,0.024,2222376,FEIM
Blackrock Inc.,194366,2021-09-29,0.021,2007800,FEIM
Janney Montgomery Scott LLC,151000,2021-12-30,0.0163,1506980,FEIM
