Holder,Shares,Date Reported,% Out,Value,ABV
Dimensional Fund Advisors LP,1923573,2021-09-29,0.0729,60342485,AOSL
Blackrock Inc.,1461916,2021-09-29,0.0554,45860304,AOSL
"Vanguard Group, Inc. (The)",1365557,2021-09-29,0.0518,42837523,AOSL
State Street Corporation,830310,2021-09-29,0.0315,26046824,AOSL
"FMR, LLC",805296,2021-09-29,0.0305,25262135,AOSL
"Gagnon Securities, LLC",747927,2021-09-29,0.028399999999999998,23462469,AOSL
Royce & Associates LP,567196,2021-09-29,0.0215,17792938,AOSL
"Renaissance Technologies, LLC",469600,2021-09-29,0.0178,14731352,AOSL
"Geode Capital Management, LLC",468071,2021-09-29,0.0177,14683387,AOSL
"Gagnon Advisors, LLC",430821,2021-09-29,0.0163,13514854,AOSL
