Holder,Shares,Date Reported,% Out,Value,ABV
Blackrock Inc.,7626086,2021-09-29,0.1532,288342311,ATGE
"FMR, LLC",5188798,2021-09-29,0.1043,196188452,ATGE
"Vanguard Group, Inc. (The)",5009826,2021-09-29,0.1007,189421521,ATGE
Dimensional Fund Advisors LP,3776630,2021-09-29,0.0759,142794380,ATGE
"Ariel Investments, LLC",3714781,2021-09-29,0.0746,140455869,ATGE
FIL LTD,1976975,2021-09-29,0.0397,74749424,ATGE
Frontier Capital Management Company LLC,1768467,2021-09-29,0.0355,66865737,ATGE
State Street Corporation,1712121,2021-09-29,0.0344,64735295,ATGE
"Madison Avenue Partners, LP",1670081,2021-09-29,0.0336,63145762,ATGE
"Wedge Capital Management, L.L.P.",1310983,2021-09-29,0.0263,49568267,ATGE
