Holder,Shares,Date Reported,% Out,Value,ABV
Gamco Investors Inc,723000,2021-09-29,0.0574,1930410,BBGI
"Vanguard Group, Inc. (The)",429418,2021-09-29,0.0341,1146546,BBGI
"Teton Advisors, Inc",420092,2021-09-29,0.0333,1121645,BBGI
"Geode Capital Management, LLC",398028,2021-09-29,0.0316,1062734,BBGI
"Renaissance Technologies, LLC",278337,2021-09-29,0.022099999999999998,743159,BBGI
"Bridgeway Capital Management, Inc.",254825,2021-09-29,0.0202,680382,BBGI
Dimensional Fund Advisors LP,247924,2021-09-29,0.0197,661957,BBGI
"Gabelli Funds, LLC",191893,2021-09-29,0.0152,512354,BBGI
Acadian Asset Management. LLC,173007,2021-09-29,0.0137,461928,BBGI
Bank of America Corporation,157166,2021-09-29,0.0125,419633,BBGI
