Holder,Shares,Date Reported,% Out,Value,ABV
Blackrock Inc.,4190089,2021-09-29,0.1496,374635857,PLXS
"Vanguard Group, Inc. (The)",3103314,2021-09-29,0.1108,277467304,PLXS
"Disciplined Growth Investors, Inc.",2195197,2021-09-29,0.0784,196272563,PLXS
Dimensional Fund Advisors LP,1831304,2021-09-29,0.0654,163736890,PLXS
Earnest Partners LLC,1417483,2021-09-29,0.0506,126737155,PLXS
Victory Capital Management Inc.,1067579,2021-09-29,0.0381,95452238,PLXS
"Fiduciary Management, Inc.",1036172,2021-09-29,0.037000000000000005,92644138,PLXS
State Street Corporation,951292,2021-09-29,0.034,85055017,PLXS
Bnp Paribas Asset Management Holding S.a.,845116,2021-09-29,0.0302,75561821,PLXS
Massachusetts Financial Services Co.,786460,2021-09-29,0.0281,70317388,PLXS
