Holder,Shares,Date Reported,% Out,Value,ABV
Price (T.Rowe) Associates Inc,15371665,2021-09-29,0.1134,1935292623,ENTG
Blackrock Inc.,13484155,2021-09-29,0.09949999999999999,1697655114,ENTG
"Vanguard Group, Inc. (The)",12395077,2021-09-29,0.0915,1560540194,ENTG
"Select Equity Group, Inc.",7640425,2021-09-29,0.0564,961929507,ENTG
JP Morgan Chase & Company,5307372,2021-09-29,0.0392,668198134,ENTG
"London Company of Virginia, (The)",3787286,2021-09-29,0.0279,476819307,ENTG
Primecap Management Company,3424912,2021-09-29,0.0253,431196420,ENTG
"WCM Investment Management, LLC",2735380,2021-09-29,0.0202,344384342,ENTG
"Neuberger Berman Group, LLC",2699967,2021-09-29,0.0199,339925845,ENTG
Massachusetts Financial Services Co.,2581588,2021-09-29,0.0191,325021929,ENTG
