Holder,Shares,Date Reported,% Out,Value,ABV
"Vanguard Group, Inc. (The)",3094659,2021-09-29,0.11230000000000001,485056851,PSB
Blackrock Inc.,2744113,2021-09-29,0.09960000000000001,430112271,PSB
Price (T.Rowe) Associates Inc,2339937,2021-09-29,0.0849,366761725,PSB
"Wellington Management Group, LLP",2122511,2021-09-29,0.077,332682374,PSB
"Principal Financial Group, Inc.",1065899,2021-09-29,0.0387,167069009,PSB
State Street Corporation,1028137,2021-09-29,0.0373,161150193,PSB
"Geode Capital Management, LLC",503766,2021-09-29,0.0183,78960282,PSB
Nuveen Asset Management,352604,2021-09-29,0.0128,55267150,PSB
Northern Trust Corporation,333390,2021-09-29,0.0121,52255548,PSB
"Goldman Sachs Group, Inc.",313422,2021-09-29,0.011399999999999999,49125764,PSB
