Holder,Shares,Date Reported,% Out,Value,ABV
Putnam Investments LLC,1895800,2021-06-29,0.10830000000000001,19754236,SRSAU
BAMCO Inc.,1505619,2021-06-29,0.086,15688549,SRSAU
"Deerfield Management Company, L.P. (Series C)",1000000,2021-06-29,0.0571,10420000,SRSAU
"MSD Partners, L.P.",524900,2021-06-29,0.03,5469458,SRSAU
Kepos Capital Lp,430000,2021-06-29,0.0246,4480600,SRSAU
Healthcor Management LP,262150,2021-06-29,0.015,2731603,SRSAU
"Altium Capital Management, LP",225000,2021-06-29,0.0129,2344500,SRSAU
Millennium Management LLC,218750,2021-06-29,0.0125,2279375,SRSAU
"Vivaldi Asset Management, LLC",180000,2021-06-29,0.0103,1875600,SRSAU
Magnetar Financial LLC,75659,2021-06-29,0.0043,788366,SRSAU
