Holder,Shares,Date Reported,% Out,Value,ABV
"Vanguard Group, Inc. (The)",10789967,2021-09-29,0.09380000000000001,3085714762,ODFL
Blackrock Inc.,9687746,2021-09-29,0.0842,2770501601,ODFL
Capital Research Global Investors,7200235,2021-09-29,0.0626,2059123205,ODFL
Price (T.Rowe) Associates Inc,5035795,2021-09-29,0.0438,1440136654,ODFL
State Street Corporation,4060312,2021-09-29,0.0353,1161168025,ODFL
JP Morgan Chase & Company,2776987,2021-09-29,0.0241,794162742,ODFL
"FMR, LLC",2021251,2021-09-29,0.0176,578037360,ODFL
"Geode Capital Management, LLC",1871675,2021-09-29,0.0163,535261616,ODFL
"WCM Investment Management, LLC",1845732,2021-09-29,0.016,527842437,ODFL
Invesco Ltd.,1579614,2021-09-29,0.0137,451738011,ODFL
