Holder,Shares,Date Reported,% Out,Value,ABV
Logos Global Management LP,1400000,2021-09-29,0.0335,41818000,CMPS
"Avidity Partners Management, LP",1162000,2021-09-29,0.0278,34708940,CMPS
Victory Capital Management Inc.,905594,2021-09-29,0.0217,27050092,CMPS
AGF Investments Inc.,637672,2021-09-29,0.015300000000000001,19047262,CMPS
"Founders Fund VII Management, LLC",408410,2021-09-29,0.0098,12199206,CMPS
"Susquehanna International Group, LLP",288028,2021-09-29,0.0069,8603396,CMPS
"Ikarian Capital, LLC",229202,2021-09-29,0.0055000000000000005,6846263,CMPS
Wells Fargo & Company,205408,2021-09-29,0.0049,6135536,CMPS
"Laurion Capital Management, LP",199591,2021-09-29,0.0048,5961783,CMPS
Oasis Management Co Ltd,157911,2021-09-29,0.0038,4716801,CMPS
