Holder,Shares,Date Reported,% Out,Value,ABV
"Vanguard Group, Inc. (The)",22555533,2021-09-29,0.0951,3128903537,CPRT
Blackrock Inc.,19764691,2021-09-29,0.0833,2741757935,CPRT
"Wellington Management Group, LLP",8790173,2021-09-29,0.0371,1219372798,CPRT
State Street Corporation,8614152,2021-09-29,0.0363,1194955165,CPRT
Price (T.Rowe) Associates Inc,7452188,2021-09-29,0.031400000000000004,1033767519,CPRT
"Principal Financial Group, Inc.",7308500,2021-09-29,0.0308,1013835120,CPRT
"AllianceBernstein, L.P.",6924228,2021-09-29,0.0292,960528908,CPRT
Capital World Investors,4916193,2021-09-29,0.0207,681974292,CPRT
"Geode Capital Management, LLC",3888490,2021-09-29,0.016399999999999998,539411332,CPRT
Capital Research Global Investors,3653631,2021-09-29,0.0154,506831692,CPRT
