Holder,Shares,Date Reported,% Out,Value,ABV
EJF Capital LLC,537542,2021-09-29,0.050499999999999996,45314790,MCB
Blackrock Inc.,529604,2021-09-29,0.049800000000000004,44645617,MCB
"Patriot Financial Partners Gp, Lp",473925,2021-09-29,0.044500000000000005,39951877,MCB
"Vanguard Group, Inc. (The)",461843,2021-09-29,0.0434,38933364,MCB
"Basswood Capital Management, L.L.C.",442067,2021-09-29,0.0415,37266248,MCB
Price (T.Rowe) Associates Inc,318152,2021-09-29,0.029900000000000003,26820213,MCB
"Driehaus Capital Management, LLC",290416,2021-09-29,0.0273,24482068,MCB
Endicott Management Company,269762,2021-09-29,0.0253,22740936,MCB
"Kennedy Capital Management, Inc.",248984,2021-09-29,0.023399999999999997,20989351,MCB
Jennison Associates LLC,234147,2021-09-29,0.022000000000000002,19738592,MCB
