Holder,Shares,Date Reported,% Out,Value,ABV
Bard Associates Inc.,633815,2021-09-29,0.09880000000000001,1635242,EAST
"Vanguard Group, Inc. (The)",482174,2021-09-29,0.07519999999999999,1244008,EAST
"Renaissance Technologies, LLC",392770,2021-09-29,0.061200000000000004,1013346,EAST
"ARS Investment Partners, LLC",237554,2021-09-29,0.037000000000000005,612889,EAST
"Eam Investors, LLC",193773,2021-09-29,0.0302,499934,EAST
"Penbrook Management, LLC",165430,2021-09-29,0.0258,426809,EAST
"Geode Capital Management, LLC",92741,2021-09-29,0.014499999999999999,239271,EAST
"Raymond James & Associates, Inc.",71150,2021-09-29,0.0111,183567,EAST
"Connors Investor Services, Inc.",62000,2021-09-29,0.0097,159960,EAST
Northern Trust Corporation,22844,2021-09-29,0.0036,58937,EAST
