Holder,Shares,Date Reported,% Out,Value,ABV
Price (T.Rowe) Associates Inc,819062,2021-09-29,0.1355,1485065884,CABO
Blackrock Inc.,698380,2021-09-29,0.1155,1266253729,CABO
"Vanguard Group, Inc. (The)",509162,2021-09-29,0.0842,923176897,CABO
"Wellington Management Group, LLP",339424,2021-09-29,0.056100000000000004,615419837,CABO
Rothschild & Co Wealth Management Uk Ltd,174051,2021-09-29,0.0288,315577089,CABO
State Street Corporation,171002,2021-09-29,0.028300000000000002,310048856,CABO
Df Dent & Co Inc,154669,2021-09-29,0.0256,280435003,CABO
"Neuberger Berman Group, LLC",130868,2021-09-29,0.0216,237280696,CABO
"Renaissance Technologies, LLC",128200,2021-09-29,0.0212,232443266,CABO
Capital International Investors,116411,2021-09-29,0.019299999999999998,211068276,CABO
