Holder,Shares,Date Reported,% Out,Value,ABV
"Wellington Management Group, LLP",478270,2021-09-29,0.0098,3300063,TEDU
Oasis Management Co Ltd,146512,2021-09-29,0.003,1010932,TEDU
Qube Research & Technologies Ltd,57114,2021-09-29,0.0012,394086,TEDU
Barclays PLC,52250,2021-09-29,0.0011,360525,TEDU
"Two Sigma Advisers, LP",20000,2021-09-29,0.0004,138000,TEDU
Millennium Management LLC,14380,2021-09-29,0.0003,99222,TEDU
HRT Financial LLC,5467,2021-09-29,0.0001,37722,TEDU
Citadel Advisors LLC,3129,2021-09-29,0.0001,21590,TEDU
"Jane Street Group, LLC",2830,2021-09-29,0.0001,19527,TEDU
Tower Research Capital LLC (TRC),2487,2021-09-29,0.0001,17160,TEDU
